u,v,osmid,highway,maxspeed,name,oneway,length,geometry,lanes
46174559,46172643,5810746,residential,,Grange Drive,FALSE,57.25534645,"LINESTRING (0.0494728 51.4181333, 0.0501947 51.4178834)",
25572858,448928910,"[4261888, 96644471]",unclassified,"['30 mph', '5 mph']","['Nobel Road', 'Thornton Road']",FALSE,337.7364875,"LINESTRING (-0.0454193 51.6196167, -0.0452359 51.6195875, -0.0451573 51.6195742, -0.0448921 51.6195244, -0.0446178 51.6194805, -0.0445651 51.6194582, -0.044552 51.6194178, -0.0446684 51.6191709, -0.0448452 51.6187958, -0.0449986 51.6184704, -0.0451271 51.618198, -0.0451641 51.6181194, -0.0453665 51.6176904, -0.0454091 51.6176, -0.0454416 51.617531, -0.0455107 51.6173644, -0.0456125 51.6171683, -0.0456207 51.617072)",2
13824233,21568607,5453554,primary,20 mph,East Dulwich Road,FALSE,140.3887626,"LINESTRING (-0.0647509 51.4627726, -0.0648364 51.4627496, -0.0649354 51.4627219, -0.0649954 51.4627078, -0.0650434 51.4627011, -0.0663102 51.4624394, -0.066375 51.4624258, -0.0664385 51.4624124, -0.0666691 51.4623678)",4
248966044,248966088,23071563,residential,,Moray Avenue,FALSE,294.4206772,"LINESTRING (-0.4215186 51.5131319, -0.4215988 51.512256, -0.421627 51.512151, -0.4218523 51.5113124, -0.4219207 51.5110553, -0.4220226 51.5109054, -0.422334 51.5105665)",
631447313,304145737,8227689,tertiary,,Winchelsea Road,FALSE,77.9380639,"LINESTRING (-0.2573199 51.5376807, -0.2573467 51.5381172, -0.257363 51.5383811)",
248996304,1148586851,22744724,residential,20 mph,Anlaby Road,FALSE,15.55306692,"LINESTRING (-0.3467838 51.428581, -0.3468102 51.4284421)",
2321121031,25715966,4945349,primary,20 mph,Green Lanes,FALSE,16.54857863,"LINESTRING (-0.1011845 51.5872459, -0.1011028 51.587106)",
27120421,27120433,8408458,residential,30 mph,Appledore Avenue,FALSE,254.2402723,"LINESTRING (-0.3984692 51.5627578, -0.3985123 51.5627974, -0.3988327 51.563092, -0.3993296 51.5635234, -0.399363 51.5635538, -0.3995979 51.5637672, -0.4001354 51.5642813, -0.400469 51.5645909, -0.4005645 51.5646303)",
21470929,25659600,4349920,residential,30 mph,Westcroft Way,FALSE,65.49825954,"LINESTRING (-0.2098066 51.5571374, -0.2090013 51.5574477)",
25591167,25591161,"[504376013, 513332823]",tertiary,20 mph,Chequers Way,FALSE,68.80692108,"LINESTRING (-0.095434 51.6148154, -0.0954829 51.6149757, -0.0954962 51.6150192, -0.0955018 51.6150375, -0.0957797 51.6153903)",
254756942,254756916,"[779016632, 1137888589, 1137888590]",residential,20 mph,Shrewsbury Street,FALSE,170.2922626,"LINESTRING (-0.2206615 51.5236373, -0.219949 51.5237824, -0.2198909 51.5238109, -0.2198717 51.5238367, -0.2198801 51.523884, -0.2200032 51.5241152, -0.2200242 51.5241536, -0.2200457 51.524176, -0.2201696 51.5242454, -0.2202018 51.5242595, -0.2206346 51.5243157, -0.2207006 51.5243143, -0.2209879 51.5242549)",2
260448935,260448863,24017415,residential,20 mph,Purley Vale,FALSE,69.69846543,"LINESTRING (-0.1103856 51.3307578, -0.1100052 51.3301778)",
620787147,5226059260,48915724,residential,,Bramalea Close,FALSE,76.26839212,"LINESTRING (-0.1522317 51.5778519, -0.1519494 51.577544, -0.1523938 51.5773606)",
11341256532,11341256529,48735064,residential,20 mph,Bayne Close,FALSE,24.33821302,"LINESTRING (0.0558384 51.5114013, 0.0558968 51.5113166, 0.0558954 51.511282, 0.0558528 51.5111938)",
149558702,149558576,15134410,residential,,Kinnaird Way,FALSE,78.05672855,"LINESTRING (0.0597982 51.6057177, 0.0601498 51.6057234, 0.060401 51.6056588, 0.0605739 51.6055864, 0.0607681 51.6054459)",
339857232,265257656,456518227,residential,20 mph,Beaumont Road,FALSE,115.5476696,"LINESTRING (-0.0138263 51.5706325, -0.0147816 51.5701998, -0.0151808 51.5700234)",
3162835373,3162835374,310798423,residential,20 mph,Wadham Mews,FALSE,3.447047596,"LINESTRING (-0.271753 51.4708132, -0.271753 51.4708442)",
26964217,26964155,762743183,tertiary,30 mph,Eastcote Lane,FALSE,59.28960003,"LINESTRING (-0.3785038 51.5600501, -0.3777298 51.5602798)",2
60372110,61276135,8610090,residential,,Rosecroft Walk,FALSE,91.74917093,"LINESTRING (-0.3866637 51.5846137, -0.3867753 51.5854359)",
1142617217,1142617192,98755399,residential,20 mph,Lenton Rise,FALSE,20.20012858,"LINESTRING (-0.3004258 51.4675303, -0.3001538 51.4674648)",
26373948,26373952,8391929,residential,20 mph,Norland Square,FALSE,164.8388231,"LINESTRING (-0.211102 51.5073483, -0.2110769 51.5072997, -0.2106153 51.5064049, -0.2104239 51.506027, -0.2103715 51.5059374)",
877050203,877050362,23207291,residential,,Gould's Green,FALSE,403.4050707,"LINESTRING (-0.4507478 51.5156734, -0.449685 51.515544, -0.4494152 51.5155673, -0.4493964 51.515576, -0.449123 51.5157026, -0.4490255 51.5157679, -0.4487872 51.5159246, -0.4486723 51.5160192, -0.4484935 51.5161642, -0.4482724 51.5164662, -0.4481788 51.5166166, -0.4481628 51.5166355, -0.448006 51.5168641, -0.447894 51.5170083, -0.4476092 51.5173067, -0.4473867 51.5175356, -0.4473065 51.5176181, -0.4470784 51.5178306, -0.4470232 51.517882)",
130276357,130279337,25348576,residential,20 mph,Wellington Road,FALSE,143.7798841,"LINESTRING (-0.1077887 51.3844448, -0.1073742 51.3839639, -0.1068322 51.3832979)",
91698609,5298343376,10575104,residential,20 mph,Harlech Gardens,FALSE,9.199749961,"LINESTRING (-0.3956549 51.4853718, -0.395527 51.4853494)",
1271399147,833404891,69685384,residential,20 mph,,FALSE,44.61702164,"LINESTRING (-0.17686 51.4825007, -0.1769858 51.4826222, -0.1771163 51.4827484, -0.17718 51.4828163, -0.1772027 51.4828404)",
1077704759,1077704732,"[794895082, 92966966]",residential,30 mph,Gordon Avenue,FALSE,133.38466,"LINESTRING (-0.3148979 51.6122297, -0.3146386 51.6121376, -0.31456 51.6120837, -0.3141195 51.6117816, -0.313949 51.6116613, -0.3137553 51.6115699, -0.3135771 51.6115362, -0.3134067 51.6115506)",
7147050221,61273891,540808314,tertiary,30 mph,Whittington Way,FALSE,56.453414,"LINESTRING (-0.3810915 51.5857942, -0.380475 51.585461)",2
11483879,256551765,2586177,residential,,Monks Road,FALSE,97.53093478,"LINESTRING (-0.0928266 51.6608798, -0.0928485 51.6608474, -0.0929125 51.6607527, -0.092978 51.6606458, -0.0930112 51.6605664, -0.0929866 51.6604718, -0.0928321 51.6601551, -0.0927694 51.6600456)",
25919694,416563876,35552203,residential,,Priestlands Park Road,FALSE,42.4353732,"LINESTRING (0.09826 51.4317358, 0.0980754 51.4317709, 0.0976631 51.4318179)",2
6283648917,75083667,27556711,residential,30 mph,Mowbray Road,FALSE,143.0224875,"LINESTRING (-0.2761093 51.6214361, -0.2761275 51.6216224, -0.2761572 51.6217856, -0.2762293 51.6220921, -0.2763031 51.6223205, -0.2764666 51.6226998)",
1626597912,1626597924,149713816,residential,20 mph,Ashmore Road,FALSE,53.9439318,"LINESTRING (-0.2029757 51.5262152, -0.2029471 51.526436, -0.2029003 51.526698)",
36117623,36117625,5892925,residential,,Manordene Road,FALSE,74.98688431,"LINESTRING (0.1233118 51.5099075, 0.1234743 51.5098553, 0.123743 51.5097691, 0.1239832 51.5095806, 0.1241148 51.5094773)",
121737355,121736167,13201423,residential,20 mph,,FALSE,60.94580688,"LINESTRING (-0.0927125 51.3403111, -0.09278 51.3402588, -0.0929211 51.3400924, -0.0929937 51.340063, -0.0926961 51.3399135)",
24956000,24955999,8124938,residential,30 mph,Wellington Road,FALSE,118.9143851,"LINESTRING (-0.0736783 51.6362909, -0.0730169 51.6372784)",
21545032,23088035,"[827818232, 61271513, 827807187]",residential,20 mph,Ash Road,FALSE,185.963854,"LINESTRING (-0.213409 51.3842104, -0.2132755 51.3841496, -0.2132175 51.3841245, -0.2131357 51.3840911, -0.21164 51.3835008, -0.2114329 51.3834216, -0.2113106 51.3833704, -0.2112518 51.38332, -0.2112211 51.3832696)",
1583905952,27150759,22932416,residential,20 mph,East Road,FALSE,18.64316936,"LINESTRING (-0.1831728 51.4201215, -0.1830486 51.4199728)",
118977380,118989735,99069436,residential,20 mph,Church Road,FALSE,54.21534778,"LINESTRING (0.0636103 51.5495507, 0.0628621 51.5494049)",
43409264,36712174,5729084,residential,20 mph,Kellino Street,FALSE,106.5610206,"LINESTRING (-0.1642265 51.429913, -0.1650353 51.4303147, -0.1653784 51.4304424, -0.1654661 51.4304766)",
248833460,248832760,"[23060480, 23060479]",residential,20 mph,Longford Road,FALSE,214.8762279,"LINESTRING (-0.3669854 51.4456344, -0.3686506 51.4462992, -0.3692433 51.4457047)",
185665717,185665702,17931732,residential,,Cranston Park Avenue,FALSE,198.7446697,"LINESTRING (0.2582142 51.5501621, 0.2581767 51.5493736, 0.2580479 51.5491707, 0.2575824 51.5489501, 0.2570632 51.5486871)",
304144952,304144947,1137356068,residential,,Chelsea Close,FALSE,117.418142,"LINESTRING (-0.2567734 51.5384115, -0.2567948 51.5387184, -0.2567879 51.5390455, -0.2568137 51.5393391, -0.2568377 51.5394224, -0.2568706 51.5394602)",
130256163,130256152,13873608,residential,20 mph,Haslemere Road,FALSE,202.9124835,"LINESTRING (-0.1049852 51.3955664, -0.1057122 51.3953492, -0.1059188 51.395603, -0.1070267 51.3952565, -0.1073835 51.3951146)",
730751107,730751109,141230342,residential,20 mph,Bennett Road,FALSE,67.87642121,"LINESTRING (-0.1093182 51.4693176, -0.109427 51.4693189, -0.1102981 51.4693177)",
135549061,135548872,"[14181969, 1187560539]",residential,20 mph,Alnwick Road,FALSE,60.2578858,"LINESTRING (0.0364154 51.5123458, 0.0364392 51.5122862, 0.0364683 51.5122132, 0.0364747 51.512197, 0.036521 51.5120814, 0.0366081 51.5118633, 0.0366119 51.5118539, 0.0366255 51.5118199)",
30510684,30429862,28418384,residential,20 mph,Cardinal Avenue,FALSE,21.53613939,"LINESTRING (-0.2970622 51.424305, -0.2972377 51.4244648)",
276282217,271813001,412951302,residential,20 mph,Auckland Road,FALSE,129.5150993,"LINESTRING (-0.0774339 51.4133786, -0.0769635 51.4136397, -0.0768175 51.4137308, -0.0763698 51.4140344, -0.0761276 51.4142088)",
107470,106301703,11850808,unclassified,20 mph,Scandrett Street,FALSE,83.22744034,"LINESTRING (-0.0614162 51.5041411, -0.061423 51.5040322, -0.0614203 51.5039929, -0.0613862 51.5039024, -0.0613296 51.503594, -0.0613308 51.5033972)",
244162672,244162116,22753732,residential,20 mph,Elm Gardens,FALSE,223.5060693,"LINESTRING (-0.1335119 51.3985165, -0.1339078 51.3985473, -0.1339859 51.3985557, -0.13404 51.3985643, -0.1340768 51.3985727, -0.1341245 51.3985904, -0.1341687 51.3986139, -0.1355609 51.3993828, -0.1355831 51.3993959, -0.1356104 51.3994145, -0.135636 51.3994391, -0.135651 51.3994581, -0.1356615 51.3994784, -0.1356711 51.3994979, -0.1357724 51.3997758)",1
287241210,104324051,7997666,unclassified,20 mph,Willow Walk,FALSE,151.9352667,"LINESTRING (-0.0767427 51.4921579, -0.0770444 51.4923258, -0.0771898 51.4924122, -0.0777259 51.4927112, -0.0778857 51.4928021, -0.0783675 51.4930763)",
26619864,25277265,8399532,residential,20 mph,Mount View Road,FALSE,142.1841028,"LINESTRING (-0.1161655 51.5757273, -0.1154747 51.5760672, -0.1152886 51.5761234, -0.115102 51.5761561, -0.1144821 51.576221, -0.1143386 51.5762408)",
81246660,81246034,26425840,secondary,30 mph,High Street,FALSE,79.3003921,"LINESTRING (0.0667856 51.3592713, 0.0669385 51.3592876, 0.0676876 51.3594094, 0.0678968 51.3594341)",2
582246152,582246164,45696222,residential,20 mph,Grooms Drive,FALSE,160.8726808,"LINESTRING (-0.4126032 51.5848437, -0.4117114 51.5850795, -0.4112621 51.5849161, -0.4104307 51.5849843)",
52353607,5752835393,"[195024128, 1231397850, 670481669]",primary,20 mph,Dalston Lane,FALSE,285.8875752,"LINESTRING (-0.0591058 51.5495302, -0.0583148 51.5495209, -0.0582191 51.5495202, -0.0571811 51.5495131, -0.0569867 51.5495117, -0.0562414 51.5495063, -0.0559721 51.5495044, -0.0556835 51.5495085, -0.0552771 51.5495235, -0.0551602 51.5495306, -0.0551372 51.5495312, -0.0551033 51.5495339, -0.0550114 51.5495421, -0.054975 51.5495472)",
4854314378,4854314384,493525131,residential,,Egbert Close,FALSE,22.91329436,"LINESTRING (0.1884657 51.5467477, 0.1883279 51.5465603)",
130569723,130569683,13884997,residential,20 mph,Hornbeam Crescent,FALSE,79.77923817,"LINESTRING (-0.3179769 51.4834976, -0.3187027 51.4829404)",
13823654,1239206754,608434930,trunk,30 mph,Queen's Road,TRUE,45.33817542,"LINESTRING (-0.0451645 51.4743128, -0.045323 51.4742846, -0.0455087 51.4742871, -0.0455819 51.4742886, -0.0458124 51.4742958)",1
98308143,98308037,11031984,residential,,Serbin Close,FALSE,14.19816292,"LINESTRING (-0.0040013 51.5697495, -0.0040882 51.5698652)",
36487131,36487151,4086500,primary,30 mph,Pinner Road,FALSE,332.9683167,"LINESTRING (-0.3619647 51.5868604, -0.3624065 51.5873232, -0.3625356 51.5875054, -0.3627719 51.5881335, -0.3631507 51.589188, -0.3632193 51.5894412, -0.36324 51.5894808, -0.3632652 51.5895292, -0.3633345 51.5897066)",
151140721,15870429,"[203139960, 15254318]",residential,20 mph,Pinewood Close,FALSE,156.9755539,"LINESTRING (-0.0455673 51.3683057, -0.0455087 51.3684639, -0.0454867 51.3685331, -0.0454699 51.3686105, -0.0454617 51.3686808, -0.0454634 51.3687657, -0.0454723 51.3688551, -0.0455111 51.3691636, -0.0455185 51.3692303, -0.0455188 51.3692886, -0.0455119 51.369346, -0.0454897 51.3694143, -0.0454565 51.3694922, -0.0453868 51.3696212, -0.0453439 51.3696935)",
43402077,43401909,836951059,residential,20 mph,Vant Road,FALSE,176.5770733,"LINESTRING (-0.163001 51.4252403, -0.1605866 51.4257456)",
11048427978,98215735,1189878897,residential,20 mph,Harton Street,TRUE,127.2174452,"LINESTRING (-0.0245705 51.4746761, -0.0246117 51.4746118, -0.0246363 51.4745927, -0.0252485 51.4741177, -0.0257186 51.4737876)",
220892,21910801,"[217567211, 1072612943]",primary,20 mph,Green Lanes,FALSE,38.76024892,"LINESTRING (-0.099644 51.5820776, -0.0996605 51.5821769, -0.0996754 51.5822559, -0.0996836 51.5822937, -0.0997117 51.5824236)",
401294416,401294424,34567744,residential,20 mph,Aveley Close,FALSE,12.3160592,"LINESTRING (0.1847268 51.4788994, 0.1846572 51.4788762, 0.1845586 51.478881)",
150627122,150627119,15222973,residential,20 mph,Fairford Close,FALSE,47.88486273,"LINESTRING (-0.0462307 51.3915458, -0.0468486 51.391354)",
26593442,27512740,893898223,primary,20 mph,King's Road,FALSE,66.75459382,"LINESTRING (-0.1670867 51.4881639, -0.1671761 51.4881265, -0.1672322 51.4881031, -0.1672815 51.4880801, -0.1675494 51.4879551, -0.1678675 51.4878119)",2
107405,34104339,223982641,residential,20 mph,Elderfield Road,FALSE,75.041008,"LINESTRING (-0.045874 51.5557063, -0.0458104 51.5557166, -0.0457734 51.5557246, -0.0454778 51.5557829, -0.0454428 51.5557887, -0.0448387 51.5559087)",
81689644,26200343,22928270,residential,,Chislehurst Road,FALSE,155.1924565,"LINESTRING (0.0946897 51.382108, 0.0941872 51.3823959, 0.0937948 51.3826241, 0.0936769 51.3826927, 0.0934473 51.3829917, 0.0933912 51.3830648, 0.0933435 51.3831831)",
139991903,140372020,38842386,primary,30 mph,Bromley Road,FALSE,89.69379602,"LINESTRING (-0.0095291 51.4066895, -0.0093244 51.4066967, -0.0087428 51.406717, -0.0085277 51.4067245, -0.0084625 51.4067268, -0.008238 51.4067346)",2
227192032,227192038,21123452,residential,30 mph,Manford Way,FALSE,145.1561423,"LINESTRING (0.1151055 51.613447, 0.1153973 51.6140227, 0.1156376 51.6143051, 0.1158608 51.6144597, 0.116084 51.6145663)",
566447814,31046848,183140100,residential,20 mph,Bulstrode Road,FALSE,94.86975563,"LINESTRING (-0.3675475 51.4697269, -0.3679596 51.4697382, -0.3689166 51.4697482)",
45462629,45462772,36823201,tertiary,,Willow Grove,FALSE,121.1886245,"LINESTRING (0.0645251 51.4174733, 0.0637044 51.4170524, 0.0631637 51.4167901)",
33717234,27078220,5041457,residential,,Bute Gardens,FALSE,120.7255691,"LINESTRING (-0.1431114 51.3622432, -0.1431252 51.3622782, -0.1433038 51.3627253, -0.1433722 51.3629309, -0.1434166 51.3631335, -0.1434449 51.3632646, -0.143453 51.3633064)",
623899568,282670,8120904,trunk,40 mph,Hendon Way,TRUE,235.8303438,"LINESTRING (-0.2076583 51.5687785, -0.2075667 51.5686426, -0.2075289 51.5685938, -0.2072507 51.5681811, -0.2070994 51.5679542, -0.2069052 51.5676452, -0.206874 51.567588, -0.2067313 51.5673514, -0.2065283 51.5669736, -0.2064349 51.5667999)",3
62055930,62055921,8685826,residential,20 mph,Walnut Tree Road,FALSE,192.3763977,"LINESTRING (-0.3748112 51.4871167, -0.3747685 51.4870824, -0.374729 51.4870506, -0.3744508 51.486691, -0.3742895 51.4863903, -0.3742124 51.4860975, -0.3742162 51.4859485, -0.3743233 51.4855126, -0.3743327 51.4854694)",2
1561475036,82602451,4132795,primary,30 mph,Sevenoaks Road,FALSE,21.85912019,"LINESTRING (0.0886715 51.3597548, 0.0886579 51.3599512)",2
21381654,536644,506145085,trunk,30 mph,Purley Way,TRUE,47.70281423,"LINESTRING (-0.11663 51.3578887, -0.1165352 51.3577609, -0.1164231 51.3576173, -0.1163552 51.3574961)",2
582246817,147037907,263521141,residential,,Wiltshire Lane,FALSE,102.3357657,"LINESTRING (-0.4099539 51.5913456, -0.41032 51.5915312, -0.4108028 51.5918841, -0.4109895 51.5919995)",
21668867,17922435,4849035,residential,,Rutland Road,FALSE,254.9066239,"LINESTRING (-0.3496972 51.5840389, -0.3509422 51.5823064, -0.3511504 51.5820167, -0.3512036 51.5819463)",
25481529,21661986,982371626,trunk,30 mph,Holland Road,FALSE,51.82594509,"LINESTRING (-0.2151098 51.5034687, -0.2155927 51.5038249)",4
242768503,2631729379,257693370,residential,,Mountcombe Close,FALSE,19.68873454,"LINESTRING (-0.3029022 51.3885132, -0.3028194 51.3884989, -0.3027186 51.3885103, -0.3026311 51.388534)",
250361137,250361135,23163643,residential,,Malcolm Road,FALSE,69.29072444,"LINESTRING (-0.4603114 51.5619978, -0.4606118 51.5616029, -0.4607319 51.5614322)",
251815671,251815669,23269167,secondary,30 mph,,TRUE,5.318216686,"LINESTRING (-0.1556534 51.3560622, -0.1556413 51.3560849, -0.1556185 51.3561041)",
305442559,90420224,10507967,residential,,Lancelot Road,FALSE,55.63207332,"LINESTRING (-0.3005341 51.5555716, -0.3009056 51.5560154)",
478998614,313046083,628718103,tertiary,20 mph,Kirkdale,FALSE,67.90509162,"LINESTRING (-0.0624182 51.4346948, -0.0624835 51.4348126, -0.062619 51.4350571, -0.0626671 51.435143, -0.062689 51.4352787)",
21381577,21381575,4038710,residential,20 mph,Bevan Court,FALSE,59.94560506,"LINESTRING (-0.1157888 51.3613184, -0.1159722 51.3618452)",
185632593,173701470,17927918,residential,,Devonshire Road,FALSE,159.8150576,"LINESTRING (0.2109981 51.5574933, 0.209808 51.5575178, 0.2093482 51.5575269, 0.2086879 51.5575446)",
135723925,135726750,14194146,residential,20 mph,Malcolm Road,FALSE,159.4655203,"LINESTRING (-0.0724685 51.386568, -0.0730521 51.3871947, -0.0735843 51.3878214)",
383006825,383001750,7938176,residential,,Hillside Gardens,FALSE,255.3091783,"LINESTRING (-0.4074585 51.6074536, -0.4070559 51.6074862, -0.4066732 51.6074458, -0.406475 51.6073537, -0.4044397 51.6062946)",
658191,25813265,636624669,residential,20 mph,Cantelowes Road,FALSE,11.79088436,"LINESTRING (-0.1316695 51.5461676, -0.131798 51.5462373)",
23709298,33501098,5022513,residential,30 mph,Friars Walk,FALSE,94.2864702,"LINESTRING (-0.1445087 51.6339278, -0.1440018 51.6341326, -0.1438247 51.6342308, -0.1436487 51.6343479, -0.1435035 51.6344861)",
25258197,25258020,567417087,residential,20 mph,South Street,TRUE,32.80333225,"LINESTRING (-0.1537545 51.5079632, -0.1537003 51.5079728, -0.1532986 51.5080439)",
420763312,420765531,"[696008261, 35996205]",residential,,Brookhill Road,FALSE,35.05159995,"LINESTRING (0.066997 51.487152, 0.0670048 51.4871584, 0.0670186 51.4871711, 0.0670351 51.4871855, 0.0670423 51.4872119, 0.0670418 51.4872368, 0.0670207 51.4874589)",
19192374,19192388,3819319,residential,30 mph,Greenbrook Avenue,FALSE,250.237154,"LINESTRING (-0.1742448 51.6628298, -0.1740463 51.6628082, -0.1739199 51.6628249, -0.1729383 51.663021, -0.1721652 51.6632046, -0.1711385 51.6634641, -0.170947 51.6635027, -0.1708188 51.6635031)",
395015550,246835033,34400490,residential,20 mph,Runcorn Place,FALSE,39.89248523,"LINESTRING (-0.2128108 51.5121531, -0.2122534 51.5122446)",
